Hora de comienzo,Duración,Tipo,ID,FrecuenciaMHz,Ubicación de inicio,Última posición,Sensor,lat_inicio,lon_inicio,azimut_inicio,distancia_inicio_m,lat_ultima,lon_ultima,azimut_ultima,distancia_ultima_m,fecha,hora,repeticiones_id,id_repetido,mapeable
29-04-2026 11:56,0:02:21,DJI Matrice4D,1581F8HGX254B00A08AW_DJI Matrice4D,5756,"-70.71742, -33.51910 | 185°, 37m","-70.71742, -33.51910 | 185°, 37m",100,-33.5191,-70.71742,185.0,37.0,-33.5191,-70.71742,185.0,37.0,2026-04-29,11:56,2,SI,SI
29-04-2026 11:55,0:00:30,DJI Mavic(O4),60601f0812b1_DJI Mavic(O4),2444,,,100,,,,,,,,,2026-04-29,11:55,1,NO,NO
29-04-2026 11:38,0:17:28,DJI Matrice4D,1581F8HGX254B00A08AW_DJI Matrice4D,5776,"-70.71742, -33.51910 | 265°, 948m","-70.71681, -33.51740 | 16°, 101m",100,-33.5191,-70.71742,265.0,948.0,-33.5174,-70.71681,16.0,101.0,2026-04-29,11:38,2,SI,SI
29-04-2026 11:32,0:00:30,DJI Mavic(O4),60601f08cbaa_DJI Mavic(O4),2444,,,100,,,,,,,,,2026-04-29,11:32,1,NO,NO
29-04-2026 10:45,0:03:57,DJI Mavic(O4),60601f082107_DJI Mavic(O4),2444,,,100,,,,,,,,,2026-04-29,10:45,1,NO,NO
29-04-2026 10:46,0:01:05,DJI Mavic(O4),60601f08cebf_DJI Mavic(O4),2444,,,100,,,,,,,,,2026-04-29,10:46,1,NO,NO
29-04-2026 9:12,0:00:30,FIMI Telemax/X8Pro,1986496610_FIMI Telemax/X8Pro,2376,,,100,,,,,,,,,2026-04-29,09:12,6,SI,NO
29-04-2026 8:44,0:00:30,FIMI Telemax/X8Pro,1986496610_FIMI Telemax/X8Pro,2376,,,100,,,,,,,,,2026-04-29,08:44,6,SI,NO
24-04-2026 10:07,0:00:29,FIMI Telemax/X8Pro,1986496610_FIMI Telemax/X8Pro,2376,,,100,,,,,,,,,2026-04-24,10:07,6,SI,NO
24-04-2026 9:39,0:00:30,FIMI Telemax/X8Pro,1986496610_FIMI Telemax/X8Pro,2376,,,100,,,,,,,,,2026-04-24,09:39,6,SI,NO
20-03-2026 11:39,0:00:29,DJI Mini2,3NZCH9Q0032VHC_DJI Mini2,2444,"-70.62825, -33.45789 | 285°, 1246m","-70.62825, -33.45789 | 285°, 1246m",100,-33.45789,-70.62825,285.0,1246.0,-33.45789,-70.62825,285.0,1246.0,2026-03-20,11:39,1,NO,SI
03-10-2025 8:59,0:09:57,DJI Neo,1581F87LB24B100207MG_DJI Neo,5776,"-70.61836, -33.39182 | 273°, 184m","-70.61831, -33.39181 | 29°, 0m",100,-33.39182,-70.61836,273.0,184.0,-33.39181,-70.61831,29.0,0.0,2025-10-03,08:59,1,NO,SI
29-09-2025 12:16,0:01:21,ARGUS Mini_one,4280e143b261_ARGUS Mini_one,5825,,,100,,,,,,,,,2025-09-29,12:16,8,SI,NO
29-09-2025 12:14,0:00:29,ARGUS Mini_one,4280e143b261_ARGUS Mini_one,5825,,,100,,,,,,,,,2025-09-29,12:14,8,SI,NO
29-09-2025 12:03,0:00:30,ARGUS Mini_one,4280e143b261_ARGUS Mini_one,5825,,,100,,,,,,,,,2025-09-29,12:03,8,SI,NO
29-09-2025 12:00,0:01:48,ARGUS Mini_one,4280e143b261_ARGUS Mini_one,5825,,,100,,,,,,,,,2025-09-29,12:00,8,SI,NO
29-09-2025 11:51,0:07:29,ARGUS Mini_one,4280e143b261_ARGUS Mini_one,5825,,,100,,,,,,,,,2025-09-29,11:51,8,SI,NO
29-09-2025 11:44,0:00:29,ARGUS Mini_one,4280e143b261_ARGUS Mini_one,5825,,,100,,,,,,,,,2025-09-29,11:44,8,SI,NO
29-09-2025 11:39,0:02:43,ARGUS Mini_one,4280e143b261_ARGUS Mini_one,5825,,,100,,,,,,,,,2025-09-29,11:39,8,SI,NO
29-09-2025 10:54,0:03:36,ARGUS Mini_one,4280e143b261_ARGUS Mini_one,5825,,,100,,,,,,,,,2025-09-29,10:54,8,SI,NO
29-09-2025 10:55,0:02:39,DJI Mini2,3NZCHBJ003AGHK_DJI Mini2,5756,"-70.60258, -33.40497 | 229°, 418m","-70.60240, -33.40474 | 229°, 399m",100,-33.40497,-70.60258,229.0,418.0,-33.40474,-70.6024,229.0,399.0,2025-09-29,10:55,1,NO,SI
22-09-2025 9:58,0:00:30,FIMI Telemax/X8Pro,1986496610_FIMI Telemax/X8Pro,2376,,,100,,,,,,,,,2025-09-22,09:58,6,SI,NO
19-09-2025 14:10,0:10:36,DJI M300RTK,1ZNDH8500BE96U_DJI M300RTK,2444,"-70.66244, -33.46136 | 305°, 209m","-70.66244, -33.46136 | 305°, 209m",100,-33.46136,-70.66244,305.0,209.0,-33.46136,-70.66244,305.0,209.0,2025-09-19,14:10,9,SI,SI
19-09-2025 14:13,0:00:30,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5776,"-70.66063, -33.46164 | 358°, 90m","-70.66063, -33.46164 | 358°, 90m",100,-33.46164,-70.66063,358.0,90.0,-33.46164,-70.66063,358.0,90.0,2025-09-19,14:13,36,SI,SI
19-09-2025 14:04,0:08:04,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2429,"-70.66063, -33.46164 | 358°, 90m","-70.66082, -33.46166 | 347°, 90m",100,-33.46164,-70.66063,358.0,90.0,-33.46166,-70.66082,347.0,90.0,2025-09-19,14:04,36,SI,SI
19-09-2025 14:07,0:02:39,DJI M300RTK,1ZNDH8500BE96U_DJI M300RTK,2429,"-70.66244, -33.46136 | 305°, 209m","-70.66244, -33.46136 | 305°, 209m",100,-33.46136,-70.66244,305.0,209.0,-33.46136,-70.66244,305.0,209.0,2025-09-19,14:07,9,SI,SI
19-09-2025 14:02,0:01:35,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5796,"-70.66063, -33.46164 | 197°, 216m","-70.66007, -33.46304 | 182°, 362m",100,-33.46164,-70.66063,197.0,216.0,-33.46304,-70.66007,182.0,362.0,2025-09-19,14:02,36,SI,SI
19-09-2025 13:47,0:12:49,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5776,"-70.66064, -33.46165 | 197°, 218m","-70.65990, -33.46218 | 179°, 266m",100,-33.46165,-70.66064,197.0,218.0,-33.46218,-70.6599,179.0,266.0,2025-09-19,13:47,36,SI,SI
19-09-2025 13:45,0:01:11,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5776,"-70.66064, -33.46165 | 197°, 218m","-70.66020, -33.46261 | 184°, 316m",100,-33.46165,-70.66064,197.0,218.0,-33.46261,-70.6602,184.0,316.0,2025-09-19,13:45,36,SI,SI
19-09-2025 13:40,0:03:29,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2444,"-70.66064, -33.46165 | 197°, 215m","-70.66023, -33.46152 | 188°, 192m",100,-33.46165,-70.66064,197.0,215.0,-33.46152,-70.66023,188.0,192.0,2025-09-19,13:40,36,SI,SI
19-09-2025 13:39,0:00:34,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2444,"-70.66064, -33.46165 | 198°, 220m","-70.66000, -33.46282 | 181°, 339m",100,-33.46165,-70.66064,198.0,220.0,-33.46282,-70.66,181.0,339.0,2025-09-19,13:39,36,SI,SI
19-09-2025 13:34,0:02:45,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5756,"-70.66064, -33.46165 | 197°, 220m","-70.66014, -33.46239 | 183°, 292m",100,-33.46165,-70.66064,197.0,220.0,-33.46239,-70.66014,183.0,292.0,2025-09-19,13:34,36,SI,SI
19-09-2025 13:33,0:00:29,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2429,"-70.66016, -33.46256 | 184°, 312m","-70.66016, -33.46256 | 184°, 312m",100,-33.46256,-70.66016,184.0,312.0,-33.46256,-70.66016,184.0,312.0,2025-09-19,13:33,36,SI,SI
19-09-2025 13:30,0:00:56,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2444,"-70.66064, -33.46165 | 198°, 220m","-70.66025, -33.46252 | 186°, 307m",100,-33.46165,-70.66064,198.0,220.0,-33.46252,-70.66025,186.0,307.0,2025-09-19,13:30,36,SI,SI
19-09-2025 13:28,0:01:42,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5776,"-70.66064, -33.46165 | 198°, 220m","-70.66032, -33.46238 | 187°, 293m",100,-33.46165,-70.66064,198.0,220.0,-33.46238,-70.66032,187.0,293.0,2025-09-19,13:28,36,SI,SI
19-09-2025 13:16,0:05:31,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2459,"-70.66065, -33.46163 | 343°, 268m","-70.66058, -33.46165 | 196°, 218m",100,-33.46163,-70.66065,343.0,268.0,-33.46165,-70.66058,196.0,218.0,2025-09-19,13:16,36,SI,SI
19-09-2025 13:07,0:07:33,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2414,"-70.66065, -33.46163 | 343°, 268m","-70.66021, -33.46263 | 345°, 149m",100,-33.46163,-70.66065,343.0,268.0,-33.46263,-70.66021,345.0,149.0,2025-09-19,13:07,36,SI,SI
19-09-2025 13:06,0:00:29,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2414,"-70.66018, -33.46187 | 351°, 232m","-70.66018, -33.46187 | 351°, 232m",100,-33.46187,-70.66018,351.0,232.0,-33.46187,-70.66018,351.0,232.0,2025-09-19,13:06,36,SI,SI
19-09-2025 13:04,0:00:30,DJI Mini4Pro,1581F6Z9C24BD00360LK_DJI Mini4Pro,5776,"-70.66271, -33.46807 | 208°, 550m","-70.66271, -33.46807 | 208°, 550m",100,-33.46807,-70.66271,208.0,550.0,-33.46807,-70.66271,208.0,550.0,2025-09-19,13:04,5,SI,SI
19-09-2025 13:01,0:00:29,DJI Mini4Pro,1581F6Z9C24BD00360LK_DJI Mini4Pro,5796,"-70.66473, -33.46841 | 218°, 725m","-70.66473, -33.46841 | 218°, 725m",100,-33.46841,-70.66473,218.0,725.0,-33.46841,-70.66473,218.0,725.0,2025-09-19,13:01,5,SI,SI
19-09-2025 12:59,0:00:29,DJI Mini4Pro,1581F6Z9C24BD00360LK_DJI Mini4Pro,2414,"-70.66115, -33.46736 | 195°, 462m","-70.66115, -33.46736 | 195°, 462m",100,-33.46736,-70.66115,195.0,462.0,-33.46736,-70.66115,195.0,462.0,2025-09-19,12:59,5,SI,SI
19-09-2025 12:56,0:01:20,DJI Mini4Pro,1581F6Z9C24BD00360LK_DJI Mini4Pro,5816,"-70.66473, -33.46841 | 216°, 752m","-70.66115, -33.46736 | 193°, 500m",100,-33.46841,-70.66473,216.0,752.0,-33.46736,-70.66115,193.0,500.0,2025-09-19,12:56,5,SI,SI
19-09-2025 12:46,0:02:18,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2429,"-70.66063, -33.46165 | 192°, 216m","-70.66109, -33.46164 | 202°, 228m",100,-33.46165,-70.66063,192.0,216.0,-33.46164,-70.66109,202.0,228.0,2025-09-19,12:46,36,SI,SI
19-09-2025 12:43,0:03:07,DJI M30,1581F5BKD22C200CV4MS_DJI M30,5816,"-70.66096, -33.46196 | 197°, 258m","-70.66096, -33.46196 | 197°, 258m",100,-33.46196,-70.66096,197.0,258.0,-33.46196,-70.66096,197.0,258.0,2025-09-19,12:43,16,SI,SI
19-09-2025 12:43,0:01:45,DJI M350RTK,1581F6GKX254V00406DL_DJI M350RTK,5796,"-70.66244, -33.46134 | 230°, 277m","-70.66244, -33.46134 | 230°, 277m",100,-33.46134,-70.66244,230.0,277.0,-33.46134,-70.66244,230.0,277.0,2025-09-19,12:43,7,SI,SI
19-09-2025 12:43,0:00:24,DJI Mavic(O4),60601f08f0e3_DJI Mavic(O4),2444,,,100,,,,,,,,,2025-09-19,12:43,1,NO,NO
19-09-2025 12:40,0:02:08,DJI M30,1581F5BKD22C200CV4MS_DJI M30,2444,"-70.66096, -33.46196 | 192°, 314m","-70.66096, -33.46196 | 192°, 314m",100,-33.46196,-70.66096,192.0,314.0,-33.46196,-70.66096,192.0,314.0,2025-09-19,12:40,16,SI,SI
19-09-2025 12:37,0:00:59,DJI M30,1581F5BKD22C200CV4MS_DJI M30,2459,"-70.66096, -33.46196 | 192°, 314m","-70.66096, -33.46196 | 192°, 314m",100,-33.46196,-70.66096,192.0,314.0,-33.46196,-70.66096,192.0,314.0,2025-09-19,12:37,16,SI,SI
19-09-2025 12:35,0:01:02,DJI M30,1581F5BKD22C200CV4MS_DJI M30,2429,"-70.66095, -33.46196 | 192°, 314m","-70.66095, -33.46196 | 192°, 314m",100,-33.46196,-70.66095,192.0,314.0,-33.46196,-70.66095,192.0,314.0,2025-09-19,12:35,16,SI,SI
19-09-2025 12:34,0:00:19,DJI Mavic(O4),60601f086c8e_DJI Mavic(O4),2429,,,100,,,,,,,,,2025-09-19,12:34,1,NO,NO
19-09-2025 12:32,0:13:05,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5776,"-70.66063, -33.46165 | 187°, 275m","-70.66028, -33.46249 | 182°, 305m",100,-33.46165,-70.66063,187.0,275.0,-33.46249,-70.66028,182.0,305.0,2025-09-19,12:32,36,SI,SI
19-09-2025 12:31,0:02:32,DJI Mavic2EnterpriseAdv,4GCCJ3QR0A03KF_DJI Mavic2EnterpriseAdv,5776,"-70.65835, -33.46250 | 155°, 411m","-70.65702, -33.46244 | 140°, 469m",100,-33.4625,-70.65835,155.0,411.0,-33.46244,-70.65702,140.0,469.0,2025-09-19,12:31,2,SI,SI
19-09-2025 12:27,0:01:10,DJI Mavic2EnterpriseAdv,4GCCJ3QR0A03KF_DJI Mavic2EnterpriseAdv,5816,"-70.65795, -33.46253 | 156°, 342m","-70.65795, -33.46253 | 156°, 342m",100,-33.46253,-70.65795,156.0,342.0,-33.46253,-70.65795,156.0,342.0,2025-09-19,12:27,2,SI,SI
19-09-2025 12:27,0:00:29,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5756,"-70.66063, -33.46165 | 207°, 241m","-70.66063, -33.46165 | 207°, 241m",100,-33.46165,-70.66063,207.0,241.0,-33.46165,-70.66063,207.0,241.0,2025-09-19,12:27,36,SI,SI
19-09-2025 12:20,0:00:29,DJI Mavic(O4),60601f08d471_DJI Mavic(O4),5756,,,100,,,,,,,,,2025-09-19,12:20,1,NO,NO
19-09-2025 12:16,0:08:56,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5776,"-70.66064, -33.46162 | 312°, 95m","-70.66020, -33.46189 | 194°, 234m",100,-33.46162,-70.66064,312.0,95.0,-33.46189,-70.6602,194.0,234.0,2025-09-19,12:16,36,SI,SI
19-09-2025 12:08,0:07:18,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5796,"-70.66064, -33.46162 | 312°, 95m","-70.66064, -33.46165 | 311°, 93m",100,-33.46162,-70.66064,312.0,95.0,-33.46165,-70.66064,311.0,93.0,2025-09-19,12:08,36,SI,SI
19-09-2025 12:13,0:00:30,DJI Mavic(O4),60601f08297e_DJI Mavic(O4),5796,,,100,,,,,,,,,2025-09-19,12:13,1,NO,NO
19-09-2025 12:02,0:10:09,DJI M30,1581F5BKD22C200CV4MS_DJI M30,2429,"-70.66153, -33.46196 | 212°, 268m","-70.66099, -33.46198 | 283°, 100m",100,-33.46196,-70.66153,212.0,268.0,-33.46198,-70.66099,283.0,100.0,2025-09-19,12:02,16,SI,SI
19-09-2025 11:58,0:09:08,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2444,"-70.66062, -33.46161 | 196°, 197m","-70.66059, -33.46165 | 195°, 200m",100,-33.46161,-70.66062,196.0,197.0,-33.46165,-70.66059,195.0,200.0,2025-09-19,11:58,36,SI,SI
19-09-2025 11:57,0:01:17,DJI M30,1581F5BKD22C200CV4MS_DJI M30,5756,"-70.66492, -33.46725 | 209°, 936m","-70.66490, -33.46779 | 207°, 989m",100,-33.46725,-70.66492,209.0,936.0,-33.46779,-70.6649,207.0,989.0,2025-09-19,11:57,16,SI,SI
19-09-2025 11:55,0:00:29,DJI M30,1581F5BKD22C200CV4MS_DJI M30,5776,"-70.66492, -33.46721 | 209°, 932m","-70.66492, -33.46721 | 209°, 932m",100,-33.46721,-70.66492,209.0,932.0,-33.46721,-70.66492,209.0,932.0,2025-09-19,11:55,16,SI,SI
19-09-2025 11:52,0:05:00,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2414,"-70.66062, -33.46161 | 196°, 197m","-70.66004, -33.46166 | 181°, 194m",100,-33.46161,-70.66062,196.0,197.0,-33.46166,-70.66004,181.0,194.0,2025-09-19,11:52,36,SI,SI
19-09-2025 11:53,0:02:07,DJI M30,1581F5BKD22C200CV4MS_DJI M30,5756,"-70.66361, -33.46765 | 201°, 925m","-70.66492, -33.46721 | 209°, 932m",100,-33.46765,-70.66361,201.0,925.0,-33.46721,-70.66492,209.0,932.0,2025-09-19,11:53,16,SI,SI
19-09-2025 11:52,0:00:15,DJI Mavic(O4),60601f082ca0_DJI Mavic(O4),5796,,,100,,,,,,,,,2025-09-19,11:52,2,SI,NO
19-09-2025 11:49,0:02:12,DJI Mavic(O4),60601f082ca0_DJI Mavic(O4),2444,,,100,,,,,,,,,2025-09-19,11:49,2,SI,NO
19-09-2025 11:47,0:02:17,DJI Mini4Pro,1581F6Z9C24BD00360LK_DJI Mini4Pro,2429,"-70.66472, -33.46840 | 204°, 1044m","-70.66301, -33.46809 | 197°, 955m",100,-33.4684,-70.66472,204.0,1044.0,-33.46809,-70.66301,197.0,955.0,2025-09-19,11:47,5,SI,SI
19-09-2025 11:45,0:00:30,DJI Mavic(O4),60601f0890cb_DJI Mavic(O4),5756,,,100,,,,,,,,,2025-09-19,11:45,1,NO,NO
19-09-2025 11:42,0:09:36,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2429,"-70.66062, -33.46162 | 287°, 87m","-70.66062, -33.46163 | 196°, 201m",100,-33.46162,-70.66062,287.0,87.0,-33.46163,-70.66062,196.0,201.0,2025-09-19,11:42,36,SI,SI
19-09-2025 11:32,0:00:29,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2414,"-70.66062, -33.46164 | 289°, 67m","-70.66062, -33.46164 | 289°, 67m",100,-33.46164,-70.66062,289.0,67.0,-33.46164,-70.66062,289.0,67.0,2025-09-19,11:32,36,SI,SI
19-09-2025 11:24,0:07:00,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5776,"-70.66062, -33.46164 | 287°, 71m","-70.66038, -33.46260 | 208°, 96m",100,-33.46164,-70.66062,287.0,71.0,-33.4626,-70.66038,208.0,96.0,2025-09-19,11:24,36,SI,SI
19-09-2025 11:21,0:00:39,DJI M30,1581F5BKD22C200CV4MS_DJI M30,2429,"-70.66095, -33.46194 | 262°, 96m","-70.66095, -33.46194 | 262°, 96m",100,-33.46194,-70.66095,262.0,96.0,-33.46194,-70.66095,262.0,96.0,2025-09-19,11:21,16,SI,SI
19-09-2025 11:20,0:00:49,DJI Mavic(O4),60601f0874dd_DJI Mavic(O4),2429,,,100,,,,,,,,,2025-09-19,11:20,2,SI,NO
19-09-2025 11:19,0:04:53,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,2444,"-70.66065, -33.46162 | 288°, 69m","-70.66063, -33.46164 | 289°, 69m",100,-33.46162,-70.66065,288.0,69.0,-33.46164,-70.66063,289.0,69.0,2025-09-19,11:19,36,SI,SI
19-09-2025 11:11,0:01:55,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5776,"-70.66065, -33.46162 | 288°, 69m","-70.65994, -33.46271 | 179°, 99m",100,-33.46162,-70.66065,288.0,69.0,-33.46271,-70.65994,179.0,99.0,2025-09-19,11:11,36,SI,SI
19-09-2025 11:09,0:00:29,DJI M350RTK,1581F6GKX254V00406DL_DJI M350RTK,2444,"-70.66242, -33.46134 | 282°, 236m","-70.66242, -33.46134 | 282°, 236m",100,-33.46134,-70.66242,282.0,236.0,-33.46134,-70.66242,282.0,236.0,2025-09-19,11:09,7,SI,SI
19-09-2025 11:09,0:06:14,DJI M30,1581F5BKD22C200CV4MS_DJI M30,5816,"-70.66095, -33.46194 | 261°, 94m","-70.66095, -33.46194 | 261°, 94m",100,-33.46194,-70.66095,261.0,94.0,-33.46194,-70.66095,261.0,94.0,2025-09-19,11:09,16,SI,SI
19-09-2025 11:09,0:00:29,DJI Mavic(O4),60601f08700e_DJI Mavic(O4),5776,,,100,,,,,,,,,2025-09-19,11:09,4,SI,NO
19-09-2025 11:05,0:03:01,DJI M30,1581F5BKD22C200CV4MS_DJI M30,2459,"-70.66095, -33.46194 | 261°, 94m","-70.66095, -33.46194 | 261°, 94m",100,-33.46194,-70.66095,261.0,94.0,-33.46194,-70.66095,261.0,94.0,2025-09-19,11:05,16,SI,SI
19-09-2025 11:04,0:03:09,DJI Mavic3,1581F4QZB21C61BE058M_DJI Mavic3,5796,"-70.66062, -33.46161 | 289°, 66m","-70.66032, -33.46242 | 208°, 76m",100,-33.46161,-70.66062,289.0,66.0,-33.46242,-70.66032,208.0,76.0,2025-09-19,11:04,36,SI,SI
